2017-07-16 00:02:07,20.875,20.312,on
2017-07-16 00:07:07,20.812,20.312,on
2017-07-16 00:12:08,20.812,20.25,on
2017-07-16 00:17:08,20.75,20.25,on
2017-07-16 00:22:08,20.75,20.187,on
2017-07-16 00:27:09,20.75,20.25,on
2017-07-16 00:32:09,20.75,20.187,on
2017-07-16 00:37:09,20.75,20.187,on
2017-07-16 00:42:09,20.687,20.187,on
2017-07-16 00:47:10,20.687,20.125,on
2017-07-16 00:52:10,20.625,20.125,on
2017-07-16 00:57:10,20.625,20.062,on
2017-07-16 01:02:11,20.625,20.062,on
2017-07-16 01:07:11,20.625,20.062,on
2017-07-16 01:12:11,20.625,20.062,on
2017-07-16 01:17:11,20.625,20.062,on
2017-07-16 01:22:12,20.562,20.062,on
2017-07-16 01:27:12,20.562,20.0,on
2017-07-16 01:32:12,20.562,20.0,on
2017-07-16 01:37:12,20.562,20.0,on
2017-07-16 01:42:13,20.562,20.0,on
2017-07-16 01:47:13,20.5,20.0,on
2017-07-16 01:52:13,20.5,20.0,on
2017-07-16 01:57:14,20.5,19.937,on
2017-07-16 02:02:14,20.5,19.937,on
2017-07-16 02:07:14,20.5,19.937,on
2017-07-16 02:12:14,20.5,19.937,on
2017-07-16 02:17:15,20.5,19.937,on
2017-07-16 02:22:15,20.5,19.937,on
2017-07-16 02:27:15,20.5,19.937,on
