2017-06-29 19:20:33,19.375,19.312,on
2017-06-29 19:25:52,19.375,19.375,on
2017-06-29 19:30:53,20.0,19.375,on
2017-06-29 19:35:53,19.25,19.187,on
2017-06-29 19:40:53,19.0,19.125,on
2017-06-29 19:45:53,18.937,19.062,on
2017-06-29 19:50:54,18.937,19.062,on
2017-06-29 19:55:54,18.937,19.0,on
2017-06-29 20:00:54,18.937,18.937,on
2017-06-29 20:05:55,18.687,18.812,on
2017-06-29 20:10:55,18.562,18.75,on
2017-06-29 20:15:55,18.5,18.687,on
2017-06-29 20:20:55,18.562,18.625,on
2017-06-29 20:25:56,18.5,18.625,on
2017-06-29 20:30:56,18.5,18.562,on
2017-06-29 20:35:56,18.312,18.5,on
2017-06-29 20:40:56,18.187,18.375,on
2017-06-29 20:45:57,18.187,18.375,on
2017-06-29 20:50:57,18.0,18.187,off
2017-06-29 20:55:57,18.0,18.187,off
2017-06-29 21:00:57,18.062,18.187,on
2017-06-29 21:05:58,17.937,18.062,off
2017-06-29 21:10:58,17.875,18.0,off
2017-06-29 21:15:58,17.75,17.937,off
2017-06-29 21:20:58,17.187,17.562,off
2017-06-29 21:25:59,17.437,17.625,off
2017-06-29 21:30:59,17.625,17.687,off
2017-06-29 21:35:59,17.562,17.625,off
2017-06-29 21:40:59,17.625,17.687,off
2017-06-29 21:46:00,17.687,17.687,off
2017-06-29 21:51:00,17.75,17.75,off
2017-06-29 21:56:00,17.75,17.75,off
2017-06-29 22:01:01,17.687,17.687,off
2017-06-29 22:06:01,17.625,17.625,off
2017-06-29 22:11:01,17.625,17.625,off
2017-06-29 22:16:01,20.125,17.5,on
2017-06-29 22:21:02,17.625,17.375,off
2017-06-29 22:26:02,17.5,17.5,off
2017-06-29 22:31:02,17.562,17.562,off
2017-06-29 22:36:02,17.5,17.5,off
2017-06-29 22:41:03,17.437,17.5,off
2017-06-29 22:46:03,17.437,17.437,off
2017-06-29 22:51:03,17.437,17.437,off
2017-06-29 22:56:03,17.5,17.437,off
2017-06-29 23:01:04,17.562,17.437,off
2017-06-29 23:06:04,17.562,17.5,off
2017-06-29 23:11:04,17.5,17.437,off
2017-06-29 23:16:04,17.375,17.437,off
2017-06-29 23:21:05,17.312,17.375,off
2017-06-29 23:26:05,17.375,17.375,off
2017-06-29 23:31:05,17.437,17.375,off
2017-06-29 23:36:06,17.437,17.375,off
2017-06-29 23:41:06,17.437,17.375,off
2017-06-29 23:46:06,17.375,17.375,off
2017-06-29 23:51:07,17.312,17.375,off
2017-06-29 23:56:07,17.25,17.312,off
