2017-09-07 20:28:24,8.1,15.437,17.25,on
2017-09-07 20:33:24,8.1,15.437,17.562,on
2017-09-07 20:43:04,8.1,12.625,17.75,on
2017-09-07 20:48:05,8.1,11.187,17.812,on
2017-09-07 20:53:05,8.1,9.937,17.937,on
2017-09-07 20:58:05,8.1,8.812,18.062,on
2017-09-07 21:03:06,8.1,7.5,18.125,off
2017-09-07 21:08:06,8.1,6.0,18.25,off
2017-09-07 21:13:06,8.1,4.5,18.312,off
2017-09-07 21:18:07,8.1,3.5,18.437,off
2017-09-07 21:23:07,8.1,2.687,18.437,off
2017-09-07 21:28:07,8.1,2.125,18.562,off
2017-09-07 21:33:08,8.1,1.812,18.562,off
2017-09-07 21:38:09,8.1,0.937,18.625,off
2017-09-07 21:43:09,8.1,0.937,18.625,off
2017-09-07 21:48:09,8.1,0.562,18.625,off
2017-09-07 21:53:10,8.1,-0.812,18.812,off
2017-09-07 21:58:10,8.1,-2.375,18.875,off
2017-09-07 22:03:10,8.1,-2.625,18.75,off
2017-09-07 22:08:11,8.1,-1.562,18.75,off
2017-09-07 22:13:11,8.1,-1.562,18.75,off
2017-09-07 22:18:11,8.1,-1.875,18.687,off
2017-09-07 22:23:12,8.1,-2.125,18.687,off
2017-09-07 22:28:12,8.1,-2.5,18.687,off
2017-09-07 22:33:12,8.1,-2.687,18.687,off
2017-09-07 22:38:13,8.1,-2.937,18.687,off
2017-09-07 22:43:13,8.1,-3.25,18.625,off
2017-09-07 22:48:13,8.1,-3.437,18.625,off
2017-09-07 22:53:14,8.1,-3.562,18.562,off
2017-09-07 22:58:14,8.1,-3.75,18.562,off
2017-09-07 23:03:14,8.1,-3.812,18.562,off
2017-09-07 23:08:15,8.1,-3.875,18.5,off
2017-09-07 23:13:15,8.1,-3.875,18.5,off
2017-09-07 23:18:15,8.1,-3.75,18.5,off
