2017-09-04 00:02:25,8.2,14.625,14.062,on
2017-09-04 00:07:25,8.2,14.625,14.062,on
2017-09-04 00:12:26,8.2,14.625,14.062,on
2017-09-04 00:17:26,8.2,14.625,14.062,on
2017-09-04 00:22:26,8.2,14.625,14.062,on
2017-09-04 00:27:27,8.2,14.562,14.062,on
2017-09-04 00:32:27,8.2,14.562,14.062,on
2017-09-04 00:37:27,8.2,14.562,14.062,on
2017-09-04 00:42:29,8.2,14.562,14.062,on
2017-09-04 00:47:29,8.2,14.5,14.062,on
2017-09-04 00:52:29,8.2,14.5,14.0,on
2017-09-04 00:57:30,8.2,14.5,14.062,on
2017-09-04 01:02:30,8.2,14.5,14.062,on
2017-09-04 01:07:30,8.2,14.5,14.062,on
2017-09-04 01:12:30,8.2,14.5,14.062,on
2017-09-04 01:17:31,8.2,14.437,14.062,on
2017-09-04 01:22:31,8.2,14.5,14.062,on
2017-09-04 01:27:32,8.2,14.437,14.062,on
2017-09-04 01:32:32,8.2,14.437,14.062,on
2017-09-04 01:37:32,8.2,14.437,14.062,on
2017-09-04 01:42:32,8.2,14.437,14.062,on
2017-09-04 01:47:33,8.2,14.437,14.125,on
2017-09-04 01:52:33,8.2,14.437,14.125,on
2017-09-04 01:57:33,8.2,14.437,14.062,on
2017-09-04 02:02:34,8.2,14.375,14.062,on
2017-09-04 02:07:34,8.2,14.375,14.062,on
2017-09-04 02:12:34,8.2,14.375,14.125,on
2017-09-04 02:17:35,8.2,14.375,14.125,on
2017-09-04 02:22:35,8.2,14.375,14.125,on
2017-09-04 02:27:35,8.2,14.375,14.125,on
2017-09-04 02:32:36,8.2,14.375,14.125,on
2017-09-04 02:37:36,8.2,14.375,14.125,on
2017-09-04 02:42:36,8.2,14.375,14.125,on
2017-09-04 02:47:37,8.2,14.375,14.125,on
2017-09-04 02:52:37,8.2,14.312,14.125,on
2017-09-04 02:57:37,8.2,14.375,14.125,on
