2017-07-12 15:50:33,20.187,22.25,off
2017-07-12 15:55:34,20.187,24.437,off
2017-07-12 16:00:34,21.687,24.437,off
2017-07-12 16:05:34,21.687,24.437,off
2017-07-12 16:10:35,21.75,24.437,off
2017-07-12 16:15:35,21.75,24.437,off
2017-07-12 16:20:35,21.687,24.437,off
2017-07-12 16:25:35,21.625,24.437,off
2017-07-12 17:45:40,21.5,24.187,off
2017-07-12 17:50:40,21.5,24.25,off
2017-07-12 17:55:40,21.562,24.25,off
2017-07-12 18:00:41,21.562,24.25,off
2017-07-12 18:05:41,21.5,24.25,off
2017-07-12 18:10:41,21.437,24.187,off
2017-07-12 18:15:42,21.375,24.187,off
2017-07-12 18:20:42,21.375,24.125,off
2017-07-12 18:25:42,21.375,24.125,off
2017-07-12 18:30:42,21.375,24.125,off
2017-07-12 18:35:43,21.375,24.125,off
2017-07-12 18:40:43,21.375,24.125,off
2017-07-12 18:45:43,21.375,24.125,off
2017-07-12 18:50:44,21.312,24.125,off
2017-07-12 18:55:44,21.312,24.062,off
2017-07-12 19:00:44,21.312,24.125,off
2017-07-12 19:05:45,21.312,24.062,off
2017-07-12 19:10:46,21.312,24.062,off
2017-07-12 19:15:46,21.312,24.062,off
2017-07-12 19:20:46,21.25,24.0,off
2017-07-12 19:25:47,21.187,24.0,off
2017-07-12 19:30:47,21.187,23.937,off
2017-07-12 19:35:47,21.187,23.937,off
2017-07-12 19:40:47,21.25,24.0,off
2017-07-12 19:45:48,21.187,24.0,off
2017-07-12 19:50:48,21.187,24.0,off
2017-07-12 19:55:48,21.0,23.875,off
2017-07-12 20:00:49,20.875,23.75,off
2017-07-12 20:05:49,20.937,23.75,off
2017-07-12 20:09:26,20.937,23.812,off
2017-07-12 20:14:28,20.937,23.812,off
